,title,id,developer
3791,Ironcast,327670.0,Dreadbit
3792,Spellweaver,429680.0,Dream Reactor
3793,Eternity's Child,19500.0,"Luc Bernard,SilverSphereStudios"
3794,The Escapists: The Walking Dead,388060.0,Team17 Digital Ltd
3795,I must kill...: Fresh Meat,420880.0,Gaming Cats Studio
3796,UBERMOSH,357070.0,Walter Machado
3797,Mighty Switch Force! Hyper Drive Edition,366970.0,WayForward
3798,Silent Hunter® III,15210.0,Ubisoft
3799,StarDrive 2,252450.0,Zero Sum Games
3800,Gamer Simulator,402190.0,Punk Games Studio
3801,Ant War: Domination,406080.0,Anarchy Enterprises
3802,Warlocks vs Shadows,330270.0,Frozen District
3803,Астролорды: Облако Оорта,385530.0,Aratog LLC
3804,3030 Deathwar Redux,464360.0,Bird in Sky
3805,Proxy Blade Zero,313980.0,DragonSix
3806,Gimbal,252070.0,8888888 LABS
3807,GoD Factory: Wingmen,262750.0,Nine Dots Studio
3808,Paper Sorcerer,263560.0,Ultra Runaway Games
3809,Frozen Cortex,237350.0,Mode 7
3810,FATE,246840.0,WildTangent
3811,Homebrew - Vehicle Sandbox,325420.0,Copybugpaste
3812,Lux Delux,341950.0,Sillysoft Games
3813,Cibele,408120.0,Star Maid Games
3814,Hide &amp; Hold Out - H2o,377140.0,Red Abyss Software
3815,Rodina,314230.0,Elliptic Games
3816,STARWHAL,263020.0,Breakfall
3817,Void Destroyer,259660.0,Iteration 11
3818,Blood Bowl 2,236690.0,Cyanide Studios
3819,Gatling Gears,102810.0,Vanguard Games
3820,Dyad,223450.0,][ Games Inc
3821,Arcane Worlds,269610.0,Ranmantaru Games
3822,Masterspace,282860.0,Master Technologies
3823,CubeGun,299420.0,candyrocketstudio
3824,Neon Space,468490.0,Just1337 Studio
3825,Iron Warriors: T - 72 Tank Command,1670.0,Strategy First
3826,Act of War: High Treason,9760.0,Eugen Systems
3827,3DMark 11,205270.0,Futuremark
3828,Catzilla 4K - Advanced,261920.0,ALLPlayer Group Ltd.
3829,School Bus Fun,301990.0,"Fancy Bytes, Reactor"
3830,E.T. Armies,382420.0,Raspina Studio
3831,Megadimension Neptunia VII,460120.0,"Idea Factory,Compile Heart"
3832,Draw a Stickman: EPIC 2,403180.0,Hitcents
3833,Gothic® 3,39500.0,Piranha Bytes
3834,Gothic 1,65540.0,Piranha Bytes
3835,ArcaniA: Fall of Setarrif,65610.0,Spellbound Studios
3836,Dungeons 2,262280.0,Realmforge Studios
3837,Gothic 3: Forsaken Gods Enhanced Edition,65600.0,"Trine Studios,G3 Community Patch Team,Mad Vulture Games"
3838,CABAL Online,253490.0,ESTsoft Corp.
3839,Legend of Kay Anniversary,313810.0,"Kaiko,Neon Studios"
3840,Virtual Pool 4,336150.0,Celeris
3841,Subterrain,340490.0,Pixellore
3842,Barter Empire,346160.0,Mayhem Games USA
3843,The Repopulation,322300.0,IF Studios
3844,Ryzom,373720.0,Winch Gate Property Limited
3845,UFO Online: Invasion,442810.0,Bad Pixel
3846,Snooker Nation Championship,458830.0,Cherry Pop Games
3847,Pride of Nations,73190.0,Ageod
3848,Runespell: Overture,102200.0,Mystic Box
3849,One Day For Ched,321030.0,BS1 &amp; BSL Team
3850,Disgaea PC / 魔界戦記ディスガイア PC,405900.0,"Nippon Ichi Software, Inc."
3851,But to Paint a Universe,335220.0,Mårten Jonsson
3852,Nightside,360390.0,OMNIDREAM CREATIONS
3853,Portal of Evil: Stolen Runes Collector's Edition,361850.0,8Floor
3854,BATTLE PIXELS,434500.0,AppyArt Games
3855,Pertinence,455110.0,Not Magic
3856,The Promised Land,296240.0,"Boolat Games,Alawar Entertainment"
3857,Pirate's Life,359370.0,Team Eyepatch
3858,Mars Colony:Challenger,277910.0,HyperKat Games
3859,Vertigo Void,410440.0,"James de Silva,Matthew Sanders"
3860,Atulos Online,449470.0,Parallaxian Pty Ltd
3861,12 Labours of Hercules,342580.0,"Jetdogs Studios,Zoom Out Games"
3862,Hazen: The Dark Whispers,46730.0,Dagger Games
3863,Star Raiders,9970.0,Incinerator Studios
3864,Citadels,238870.0,Games Distillery s.r.o.
3865,Numen: Contest of Heroes,60800.0,"CINEMAX, s.r.o."
3866,Genesis Rising,3230.0,Metamorf
3867,A-Train 8,249930.0,ARTDINK
3868,Sky Rogue,381020.0,Fractal Phase
3869,Path of War,513440.0,Envision Entertainment
3870,Eryi's Action,261700.0,Xtal Sword
3871,Amnesia™: Memories,359390.0,"Idea Factory,Design Factory"
3872,The Flame in the Flood,318600.0,The Molasses Flood
3873,B-17 Flying Fortress: The Mighty 8th,328900.0,Wayward Design
3874,rFactor,339790.0,Image Space Incorporated
3875,MXGP - The Official Motocross Videogame,256370.0,Milestone S.r.l.
3876,FIM Speedway Grand Prix 15,348820.0,SoftPlanet
3877,Legionwood 1: Tale of the Two Swords,461820.0,Dark Gaia Studios
3878,Bejeweled 2 Deluxe,3300.0,"PopCap Games, Inc."
3879,Axel &amp; Pixel,8970.0,Silver Wish Games
3880,RPG Maker MV,363890.0,"KADOKAWA,Yoji Ojima"
3881,Hail to the King: Deathbat,327440.0,Subscience Studios
3882,Suits: A Business RPG,410670.0,Technomancy Studios
3883,Soccer Manager,438600.0,Soccer Manager Ltd
3884,Huntsman: The Orphanage (Halloween Edition),246740.0,ShadowShifters
3885,Astro Tripper,110600.0,PomPom
3886,Frontline : Road to Moscow,306620.0,88mm
3887,Starlite: Astronaut Rescue - Developed in Collaboration with NASA,266090.0,Project Whitecard Studios Inc.
3888,G-Ball,296150.0,Genee Network
3889,Clutch,35310.0,Targem Games
3890,Truck Racer,256070.0,Kylotonn Entertainment
3891,HTR+ Slot Car Simulation,288650.0,QUByte Interactive
3892,Pajama Sam 3: You Are What You Eat From Your Head To Your Feet,292800.0,Humongous Entertainment
3893,FLASHOUT 2,298340.0,Jujubee S.A.
3894,Ford Street Racing,306520.0,Razorworks
3895,RC Mini Racers,311820.0,Decane
3896,Ford Racing 3,315600.0,Razorworks
3897,MadOut,352170.0,Nuligine
3898,Obliteracers,368740.0,Varkian Empire
3899,THE GAME OF LIFE - The Official 2016 Edition,403120.0,Marmalade Game Studio Ltd
3900,Table Top Racing: World Tour - Supercharger Pack,450750.0,Playrise Digital Ltd.
3901,Table Top Racing: World Tour,450670.0,Playrise Digital Ltd.
3902,Silent Hunter 5®: Battle of the Atlantic,48110.0,Ubisoft Romania
3903,Act of War: Direct Action,2710.0,Eugen Systems
3904,Clash of the Monsters,431500.0,Cadence Games
3905,Riven: The Sequel to MYST,63610.0,Cyan Worlds
3906,Captain Forever Remix,298560.0,"Pixelsaurus Games,Future Crayon"
3907,Hidden in Plain Sight,303590.0,Adam Spragg
3908,A Wizard's Lizard: Soul Thief,373470.0,Lost Decade Games
3909,Rivalry,431770.0,Kew McParlane
3910,VA-11 Hall-A: Cyberpunk Bartender Action,447530.0,Sukeban Games
3911,Woof Blaster,397990.0,Fabian Jarrett
3912,SUPERFIGHT,404770.0,Pipeworks Studio
3913,SweatShop,496680.0,DUCK
3914,Cossacks: Back to War,4850.0,GSC Game World
3915,Eleusis,251310.0,Nocturnal works
3916,Frozen State,270270.0,Flox Studios Ltd.
3917,Marauder,289600.0,Apeiron
3918,Farm Frenzy 4,296220.0,Alawar Entertainment
3919,TownCraft,296280.0,"Flat Earth Games,Epiphany Games"
3920,Wildlife Park 2,304350.0,b-alive gmbh
3921,Dungeons: The Eye of Draconus,303510.0,SuckerFree Games
3922,Laserlife,323040.0,Choice Provisions
3923,Clash of Puppets,325870.0,Drakkar Dev
3924,Wild Season,328220.0,Quickfire Games
3925,MOAI: Build Your Dream,338980.0,"Alawar Entertainment,Toyman Interactive"
3926,Marble Age,346810.0,Clarus Victoria
3927,Kiai Resonance,360450.0,Absorb Reality
3928,MOAI 2: Path to Another World,361950.0,"Toyman Interactive,Alawar Entertainment"
3929,Space Robot Samurai Zombie Slayer,364100.0,Brandon Brizzi
3930,Lunch Truck Tycoon,375180.0,"Diggidy.net, LLC"
3931,12 Labours of Hercules IV: Mother Nature (Platinum Edition),396800.0,"Jetdogs Studios,Zoom Out Games"
3932,There Was A Caveman,407290.0,Nauris Amatnieks
3933,Anno 2205™,375910.0,Blue Byte
3934,Scapeland,444440.0,3100 games
3935,Night Blights,446910.0,"Trapdoor Games,Hot Cross Games"
3936,Rebirth of Island,448620.0,Yo_Serjio
3937,Dungeon Escape,454100.0,Alexey Roenko
3938,HardCube,493730.0,LEVER Software
3939,Voodoo Garden,502770.0,M. Hanka
3940,Adventurer Manager,280320.0,Vigilant Addiction Studios
3941,KRUNCH,280500.0,LeGrudge &amp; Rugged
3942,Regency Solitaire,351090.0,Grey Alien Games
3943,Expand,399780.0,"Chris Johnson,Chris Larkin"
3944,WazHack,264160.0,Waz
3945,Achron,109700.0,Hazardous Software Inc.
3946,King's Quest™ Collection,10100.0,Sierra
3947,Vector Thrust,242130.0,TimeSymmetry
3948,Gabriel Knight: Sins of the Father®,495700.0,Sierra On-Line
3949,The Beast Within: A Gabriel Knight® Mystery,496760.0,Sierra On-Line
3950,"Gabriel Knight® 3: Blood of the Sacred, Blood of the Damned",497360.0,Sierra On-Line
3951,Quest for Glory 1-5,502750.0,Sierra
3952,Caesar™ 3,517790.0,Impressions Games
3953,Caesar™ IV,517810.0,"Tilted Mill Entertainment, Inc."
3954,Millennium - A New Hope,280140.0,Aldorlea Games
3955,Fine Sweeper,367000.0,Pixel Prophecy
3956,Lilly and Sasha: Nexus of Souls,370040.0,John Wizard
3957,Heileen 3: New Horizons,305490.0,Winter Wolves
3958,Command: Modern Air / Naval Operations WOTY,321410.0,WarfareSims
3959,PeriAreion,349540.0,TBA Games
3960,Starpoint Gemini,108110.0,Little Green Men Games
3961,Dominique Pamplemousse,270310.0,Squinkifer Productions
3962,Gender Bender DNA Twister Extreme,321060.0,Transcendent Games
3963,Caves of Qud,333640.0,Freehold Games
3964,We Know the Devil,435300.0,Date Nighto
3965,Dyadic,442140.0,Handsome Dragon Games
3966,Girls Like Robots,263460.0,Popcannibal
3967,Clockwork Tales: Of Glass and Ink,284830.0,Artifex Mundi
3968,Trigger Runners,355560.0,EfrenStudios
3969,Gunman Clive 2,394550.0,Hörberg Productions
3970,Party Saboteurs,452320.0,The Glitch Factory
3971,The Interview,348380.0,Anothink
3972,World Basketball Manager 2010,46740.0,Icehole Games
3973,Maelstrom: The Battle for Earth Begins,11560.0,KDV Games
3974,F1 2011,44360.0,Codemasters Birmingham
3975,"Dimmdrive :: Gaming Ramdrive @ 10,000+ MB/s",337070.0,Dimmdrive Inc.
3976,Buff Knight Advanced,385440.0,"Buff Studio Co.,Ltd."
3977,Dungelot: Shattered Lands,403940.0,Red Winter Software
3978,X-Plane 10 Global - 64 Bit,292180.0,Laminar Research
3979,Acceleration of SUGURI X-Edition HD,265170.0,Orange_Juice
3980,Procyon,266250.0,Deadly Red Cube
3981,Tango Fiesta,276730.0,Spilt Milk Studios Ltd
3982,The Weaponographist,329240.0,Puuba
3983,DiscStorm,330670.0,XMPT Games
3984,KINGDOMS,409590.0,Oreol
3985,8-Bit Armies,427250.0,Petroglyph
3986,Crashlands,391730.0,Butterscotch Shenanigans
3987,Kingdoms Rise,248630.0,Flyleap Studios Pty. Ltd.
3988,Heroes Rise: HeroFall,312300.0,Choice of Games
3989,King Arthur: Fallen Champions,24460.0,NeocoreGames
3990,Lords of the Black Sun,246940.0,Arkavi Studios
3991,NS2: Combat,310110.0,Faultline Games
3992,Nancy Drew®: The Phantom of Venice,31920.0,HeR Interactive
3993,NEStalgia,249550.0,Silk Games
3994,Codename: Panzers - Cold War,9850.0,"InnoGlow,Stormregion,THQ Nordic"
3995,RoboBlitz,4300.0,Naked Sky Entertainment
3996,Quadrilateral Cowboy,240440.0,Blendo Games
3997,Better Late Than DEAD,352950.0,Odin Game Studio
3998,Urizen Shadows of the Cold Deluxe Frosty Edition,397700.0,Bloodshadow Games
3999,Spakoyno: Back to the USSR 2.0,388120.0,"Separate Game Development,Dagestan Technology"
4000,Tribal Pass,470270.0,"Tribe Tea,Stas Shostak,Evgeniy Yudin,Alexzander Protasenya,Ruslan Viter"
4001,Hardland,321980.0,Mountain Sheep
4002,Dungeon Souls,383230.0,"Lamina Studios,Mike Studios"
4003,Deathstate: Abyssal Edition,402120.0,Bread Machine Games
4004,GUN™,2610.0,Neversoft
4005,White Night,301560.0,OSome Studio
4006,Doom &amp; Destiny,318130.0,Heartbit Interactive
4007,Event[0],470260.0,Ocelot Society
4008,Might &amp; Magic® Heroes® VII,321960.0,Limbic Entertainment
4009,The Fall of the Dungeon Guardians - Enhanced Edition,409450.0,Mana Games
4010,Ghost of a Tale,417290.0,SeithCG
4011,Rayman Raving Rabbids™,15080.0,"Ubisoft Bulgaria,Ubisoft Montpellier"
4012,Clones,72400.0,Tomkorp Computer Solutions Inc.
4013,Glowfish,60350.0,MumboJumbo
4014,Pickers,204440.0,MumboJumbo
4015,Luxor Evolved,205830.0,MumboJumbo
4016,Sherlock Holmes and The Hound of The Baskervilles,209230.0,Waterlily Games
4017,7 Wonders: Ancient Alien Makeover,223000.0,MumboJumbo
4018,Aura: Fate of the Ages,65500.0,Streko Graphics
4019,Dracula Origin,11050.0,Frogwares
4020,Drakensang,12640.0,Radon Labs
4021,Luxor 2 HD,234350.0,MumboJumbo
4022,Jack Keane 2 - The Fire Within,236970.0,Deck 13
4023,Eador: Genesis,235660.0,"Alexey Bokulev,Snowbird Games"
4024,Knytt Underground,248190.0,Nifflas' Games
4025,Dracula: Love Kills,252890.0,Waterlily Games
4026,WRC 4 FIA World Rally Championship,256330.0,Milestone S.r.l.
4027,Dark Fall: The Journal,260690.0,Darkling Room
4028,Dark Fall 2: Lights Out,260710.0,Darkling Room
4029,SPACECOM,263860.0,Flow Combine
4030,Heroes of Annihilated Empires,4800.0,GSC Game World
4031,Battle Group 2,277490.0,Bane Games
4032,Spider: Rite of the Shrouded Moon,278420.0,Tiger Style
4033,Heroes of Legionwood,278590.0,Dark Gaia Studios
4034,Disciples Sacred Lands Gold,281450.0,Strategy First
4035,The Banner Saga 2,281640.0,Stoic
4036,Voodoo Whisperer Curse of a Legend,288830.0,Gogii Games
4037,Dark Lore Mysteries: The Hunt For Truth,288970.0,Gogii Games
4038,Mirror Mysteries,291630.0,Easy Co
4039,Mirror Mysteries 2,291640.0,Gogii Games
4040,Princess Isabella - Return of the Curse,292670.0,Gogii Games
4041,Arson and Plunder: Unleashed,293600.0,Chainsaw Syndicate
4042,Cinders,293680.0,MoaCube
4043,Namariel Legends: Iron Lord Premium Edition,302730.0,Shaman Games Studio
4044,TRISTOY,303260.0,Uniworlds Game Studios
4045,Trapped Dead: Lockdown,305500.0,Bigmoon Studios
4046,Pitiri 1977,305740.0,ILIKESCIFI Games
4047,My Ex-Boyfriend the Space Tyrant,312970.0,Up Multimedia
4048,Skyward Collapse,238890.0,"Arcen Games, LLC"
4049,Fall of the New Age Premium Edition,314510.0,Shaman Games Studio
4050,Skilltree Saga,315320.0,Silent Dreams
4051,Bridge Constructor Medieval,319850.0,ClockStone
4052,QbQbQb,329320.0,Rezoner
4053,Midnight Mysteries: Witches of Abraham - Collector's Edition,332810.0,Hot Lava
4054,Witch's Pranks: Frog's Fortune Collector's Edition,342630.0,Shaman Games Studio
4055,The Dark Stone from Mebara,346950.0,Jerseyware Gaming
4056,MANOS,350780.0,FreakZone Games
4057,Breach &amp; Clear: Deadline Rebirth (2016),310890.0,"Mighty Rabbit Studios,Gun Media"
4058,Pester,354920.0,Flump Studios
4059,Luxor HD,361020.0,MumboJumbo
4060,The Next Penelope,332250.0,Aurelien Regard
4061,Magnetic: Cage Closed,344410.0,Guru Games
4062,Solar Shifter EX,363940.0,Elder Games
4063,Devils &amp; Demons,363960.0,HandyGames
4064,Shiness: The Lightning Kingdom,366640.0,Enigami
4065,SoulCraft,369180.0,MobileBits
4066,Master of Orion,298050.0,NGD Studios
4067,Master of Orion 1,410970.0,SimTex
4068,Master of Orion 2,410980.0,SimTex
4069,Master of Orion 3,410990.0,Quicksilver Software
4070,TransPlan,374410.0,Kittehface Software
4071,Forest Warrior,378590.0,Inferno Studio
4072,Lethal RPG: War,385590.0,EyeSpyda Games
4073,Cosmic Rocket Defender,385630.0,Alien Sync Interactive
4074,Signal to Noise,380210.0,Solanimus Inc.
4075,The Witness,210970.0,"Thekla, Inc."
4076,CLASH,416040.0,Ultima Games
4077,Fall of Civilization,467010.0,Luke Dodds
4078,Radical Spectrum: Volume 1,486150.0,Autonomic Interactive
4079,Reset 1-1,491650.0,xXarabongXx
4080,Stories: The Path of Destinies,439190.0,Spearhead Games
4081,Hidden Object 6-in-1 bundle,448400.0,Alawar Entertainment
4082,Insecticide Part 1,16710.0,Crackpot Entertainment
4083,Bird Assassin,312010.0,Social Loner Studios
4084,Global Ops: Commando Libya,200020.0,Spectral Games
4085,Lilly and Sasha: Guardian Angels,383520.0,John Wizard
4086,FINAL FANTASY IX,377840.0,Square Enix
4087,Woody Two-Legs: Attack of the Zombie Pirates,49320.0,Nitro Games
4088,Obscure II (Obscure: The Aftermath),254480.0,Hydravision Entertainment
4089,Lex Mortis,348450.0,Dennis Esie
4090,Conan the mighty pig,487700.0,Mihai Morosanu
4091,Over 9000 Zombies!,273500.0,Loren Lemcke
4092,Bombernauts,246920.0,Eyebrow Interactive
4093,Project Aftermath,21400.0,Games Faction
4094,Jack Nicklaus Perfect Golf,288140.0,PERFECT PARALLEL
4095,Survive in Space,467950.0,Just1337 Studio
4096,Loki,7260.0,Cyanide Studios
4097,Elemental Heroes,432290.0,JED GAMES
4098,CT Special Forces: Fire for Effect,283410.0,"Asobo Studio,Hip Games"
4099,Apollo4x,365420.0,Digital Entertainment
4100,Red Goblin: Cursed Forest,364480.0,Eerie Games
4101,Blackwell Deception,80360.0,Wadjet Eye Games
4102,Detective Grimoire,272600.0,SFB Games
4103,Grim Legends 2: Song of the Dark Swan,279800.0,Artifex Mundi
4104,Blackwell Epiphany,236930.0,Wadjet Eye Games
4105,Shardlight,336130.0,Wadjet Eye Games
4106,Until I Have You,439310.0,Wormwood Studios
4107,Drawful 2,442070.0,"Jackbox Games, Inc."
4108,Pixel Hunter,313040.0,Lemondo Entertainment
4109,Space Warp,326470.0,Mind Crew
4110,Silverfall,4420.0,Monte Cristo
4111,Silverfall: Earth Awakening,4470.0,Monte Cristo
4112,Alien Shooter: Revisited,33110.0,Sigma Team Inc.
4113,All Aspect Warfare,36910.0,3000AD
4114,Ninja Blade,37010.0,FromSoftware
4115,Dark Void™,45710.0,Airtight Games
4116,Dark Void™ Zero,45730.0,Other Ocean Interactive
4117,Dark Fall: Lost Souls,46750.0,Darkling Room
4118,Geneforge 1,200960.0,Spiderweb Software
4119,Geneforge 2,200980.0,Spiderweb Software
4120,Geneforge 3,200990.0,Spiderweb Software
4121,Geneforge 4: Rebellion,201000.0,Spiderweb Software
4122,Geneforge 5: Overthrow,201010.0,Spiderweb Software
4123,Watchmen: The End is Nigh,21010.0,Deadline Games
4124,Watchmen: The End is Nigh Part 2,21030.0,Deadline Games
4125,Nethergate: Resurrection,218020.0,Spiderweb Software
4126,Armada 2526,46790.0,Ntronium Games
4127,Bad Bots,235070.0,Point Five Projects
4128,Shadow Man,251770.0,Acclaim Studios Teeside
4129,Master Reboot,251850.0,Wales Interactive
4130,Tiny Barbarian DX,253350.0,StarQuail Games
4131,Duskers,254320.0,Misfits Attic
4132,Escape Goat 2,255340.0,MagicalTimeBean
4133,Elven Legacy: Magic,42930.0,1C:InoCo
4134,Elven Legacy: Siege,42940.0,1C:InoCo
4135,Elven Legacy: Ranger,42950.0,1C:InoCo
4136,The 7th Guest,255920.0,Trilobyte Games
4137,The 11th Hour,255940.0,Trilobyte Games
4138,Avadon 2: The Corruption,233310.0,Spiderweb Software
4139,The Mysterious Cities of Gold,261940.0,Neko Entertainment
4140,Clans,281430.0,Computerhouse
4141,M.U.D. TV,43500.0,Realmforge Studios
4142,Collapse,289620.0,Creoteam
4143,Coma: Mortuary,293320.0,"Nova Dimension,Naga Entertainment"
4144,Warrior Kings: Battles,299070.0,Black Cactus
4145,Salammbô: Battle for Carthage,301670.0,Cryo Interactive
4146,Voyage: Journey to the Moon,302180.0,Microids
4147,Roundabout,303430.0,No Goblin
4148,Tex Murphy: Mean Streets,302330.0,Access Software
4149,Tex Murphy: Under a Killing Moon,302350.0,Access Software
4150,Tex Murphy: The Pandora Directive,302360.0,Access Software
4151,Tex Murphy: Overseer,302370.0,Access Software
4152,Darklands,327930.0,MPS Labs
4153,Attack of the Labyrinth +,357830.0,Timedrop Studios
4154,Rogue System,366000.0,"Digits Crossed Interactive, LLC"
4155,Legacy of Dorn: Herald of Oblivion,389850.0,Tin Man Games
4156,Alien Attack: In Space,391310.0,"Deadly Silence Games (Alien Jellyfish),Nova Dimension"
4157,The Room Two,425580.0,Fireproof Games
4158,Envoy,447970.0,NCE Software Games
4159,Soul of the Devil,471910.0,Ziga Games
4160,Dungeon Journey,485490.0,"Carbomb Software,Nova Dimension"
4161,Claustrophobia: The Downward Struggle,269590.0,The Indie Forge
4162,Adventurezator: When Pigs Fly,300280.0,Pigasus Games
4163,Third Eye Crime,301420.0,Moonshot Games
4164,Loot or Die,523760.0,Chris Antoni
4165,Elegy for a Dead World,252290.0,"Dejobaan Games, LLC,Popcannibal"
4166,Obscure,254460.0,Hydravision Entertainment
4167,Zombie Grinder,263920.0,TwinDrills
4168,Albedo: Eyes from Outer Space,277520.0,Z4G0 and Ivan Venturi Productions
4169,LA Cops,278810.0,Modern Dream
4170,Devil's Dare 悪魔の挑戦,279580.0,Secret Base
4171,Blood II: The Chosen + Expansion,299050.0,Monolith Productions
4172,Doorways: The Underworld,311250.0,Saibot Studios
4173,One Last Day,328710.0,Bloodwolf Studio
4174,Survivor Squad: Gauntlets,331720.0,Endless Loop Studios
4175,One Late Night: Deadline,337880.0,Black Curtain Studio
4176,Stay Dead Evolution,341070.0,Brucefilm
4177,Phantasmal: Survival Horror Roguelike,342550.0,Eyemobi Ltd.
4178,Karate Master 2 Knock Down Blow,347670.0,Crian Soft
4179,Dead Age,363930.0,Silent Dreams
4180,Dustbowl,367110.0,The Pompous Pixel
4181,Garbage Day,368860.0,Svajūnas Žemaitis
4182,Stairs,374060.0,GreyLight Entertainment
4183,Hounds : The Last Hope,366160.0,Netmarble Games
4184,SKYHILL,382140.0,Mandragora
4185,Dead Effect 2,394760.0,"BadFly Interactive, a.s."
4186,POSTAL Redux,401680.0,Running With Scissors
4187,Bitardia,405010.0,varlamov5264
4188,Overdosed - A Trip To Hell,413830.0,Lazy Games Studio Ltd
4189,Wick,418300.0,Hellbent Games
4190,Shadowrun Chronicles: INFECTED Director's Cut,421900.0,Cliffhanger Productions
4191,Resilience: Wave Survival,429490.0,Jimbob Games
4192,IMSCARED,429720.0,Ivan Zanotti's MyMadness Works
4193,Last Hope - Tower Defense,434020.0,JE Software
4194,Arctic alive,436860.0,Dima Kiva
4195,IS Defense,448370.0,Destructive Creations
4196,March of the Living,458000.0,Machine 22
4197,Conflict Desert Storm™,211780.0,Pivotal Games
4198,Zombie Driver HD Apocalypse Pack,220823.0,EXOR Studios
4199,Grimind,265380.0,Paweł Mogiła
4200,PAC-MAN™ and the Ghostly Adventures,239720.0,NAMCO BANDAI Games
4201,The Stalin Subway,311140.0,Orion Games
4202,Air Guardians,342230.0,Lazy Bum Games
4203,Bunker - The Underground Game,354180.0,Nightly Studios
4204,Hoven the Sages Spinel,398960.0,"Bradley Elam,Colton Bone"
4205,Rock 'N' Roll Defense,438480.0,NukGames
4206,Fly and Destroy,508180.0,Just1337 Studio
4207,Pajama Sam: Games to Play on Any Day,317020.0,Humongous Entertainment
4208,Hegemony Gold: Wars of Ancient Greece,202690.0,Longbow Games
4209,Plastiland,421880.0,"FreshGem,Zillion Whales"
4210,Tap Heroes,371570.0,VaragtP
4211,Din's Curse,217290.0,Soldak Entertainment
4212,Dungeonmans,288120.0,Adventurepro Games LLC
4213,Total Annihilation,298030.0,Cavedog Entertainment
4214,Grandia® II Anniversary Edition,330390.0,"GAME ARTS Co., Ltd.,SkyBox Labs"
4215,Siralim,362090.0,Thylacine Studios
4216,liteCam Game: 100 FPS Game Capture,269290.0,Rsupport Inc.
4217,Imagine Earth,280720.0,Serious Brothers
4218,Sherlock Holmes: The Devil's Daughter,350640.0,Frogwares
4219,Sol 0: Mars Colonization,387370.0,Chondrite Games
4220,Life in Bunker,401690.0,Flox Studios Ltd.
4221,LEGO® MARVEL's Avengers,405310.0,"Traveller's Tales,TT Games,Feral Interactive (Mac)"
4222,Divided We Fall,495580.0,KAVA Game Studio
4223,Project Highrise,423580.0,SomaSim
4224,Broken Sword 5 - the Serpent's Curse,262940.0,Revolution Software Ltd
4225,8-Bit Commando,287860.0,2DEngine
4226,Mega Man Legacy Collection / ロックマン クラシックス コレクション,363440.0,Capcom
4227,Wildlife Park 2 - Horses,307770.0,b-alive gmbh
4228,Wildlife Park 2 - Fantasy,307990.0,b-alive gmbh
4229,Whispering Willows,288060.0,Night Light Interactive
4230,Fireworks Simulator,323780.0,Reality Twist GmbH
4231,Ragdoll Runners,404820.0,Samuel Manier
4232,FINAL FANTASY IV: THE AFTER YEARS,346830.0,Square Enix
4233,Blood of the Werewolf,260250.0,Scientifically Proven
4234,The Charnel House Trilogy,288930.0,Owl Cave
4235,Thief Town,331220.0,Glass Knuckle Games
4236,Forget Me Not: My Organic Garden,363980.0,CAVYHOUSE
4237,Downfall,364390.0,Harvester Games
4238,Rusty Lake Hotel,435120.0,Rusty Lake
4239,Winged Sakura: Mindy's Arc,331390.0,WINGED SAKURA GAMES
4240,Cavern Kings,321830.0,Vine
4241,Vagante,323220.0,Nuke Nine
4242,LASTFIGHT,443450.0,Piranaking
4243,Super Lemonade Factory,307270.0,initials
4244,Mecha Ace,318330.0,Choice of Games
4245,Spriter Pro,332360.0,BrashMonkey
4246,RFLEX,392020.0,Wesley LaFerriere
4247,Adam's Venture Chronicles,362410.0,Vertigo Games
4248,Fading Hearts,259720.0,Sakura River Interactive
4249,Spirited Heart Deluxe,293920.0,Winter Wolves
4250,Always Remember Me,291030.0,Winter Wolves
4251,Chiptune Champion,372690.0,Blake Garner
4252,Wild Animal Racing,389510.0,Paul Bird
4253,Twilight Struggle,406290.0,"Playdek, Inc."
4254,Puzzler World 2,200130.0,Ideas Pad
4255,Garshasp: Temple of the Dragon,99410.0,Dead Mage
4256,Labyrinthine Dreams,278570.0,Solest Games
4257,Enigmatis: The Ghosts of Maple Creek,284750.0,Artifex Mundi
4258,Enigmatis 2: The Mists of Ravenwood,284770.0,Artifex Mundi
4259,ReignMaker,286200.0,Frogdice
4260,Epsilon,300760.0,Serellan LLC
4261,Ukrainian Ninja,339000.0,"Michael Kissinger,Marco Hulden,Shaun Egan,Joshua Marks,Denys Ovsiannykov"
4262,Crowman &amp; Wolfboy,339590.0,Wither Studios
4263,AoF World Online,339860.0,NSE Circuit
4264,Bik - A Space Adventure,325160.0,Zotnip
4265,Aces of the Luftwaffe,353940.0,HandyGames
4266,We Are Legion,354560.0,Pwnee Studios
4267,Blue Rose,362660.0,White Cat
4268,Ludoku,366410.0,Ludomo Gamestudio
4269,Power of Love,368710.0,Yang Sun
4270,Predator Simulator,369100.0,GameIndica Entertainment
4271,Cash_Out,372970.0,Untouch
4272,The chronicles of Emerland. Solitaire.,389400.0,Rainbow Games
4273,Three Digits,390570.0,Cleverweek
4274,Lift It,402220.0,89AM Studio
4275,Fairy Tale Mysteries 2: The Beanstalk,403510.0,GOGII Games
4276,Veer,405530.0,Some-Fish
4277,Lost Moon,406090.0,Thorngames
4278,Stop Online - Battle of Words,406310.0,BRHP
